0,1.00145
0.00313383,1.0014
0.006299,1.00132
0.00949582,1.00123
0.0127246,1.00113
0.0159857,1.00102
0.0192794,1.00089
0.022606,1.00076
0.0259659,1.00061
0.0293594,1.00045
0.0327868,1.00028
0.0362485,1.00009
0.0397448,0.999894
0.0432761,0.999681
0.0468427,0.999454
0.0504449,0.999213
0.0540832,0.998956
0.0577579,0.998685
0.0614693,0.998397
0.0652178,0.998093
0.0690038,0.997772
0.0728277,0.997434
0.0766898,0.997079
0.0805905,0.996705
0.0845302,0.996313
0.0885094,0.995901
0.0925283,0.99547
0.0965874,0.995019
0.100687,0.994547
0.104828,0.994054
0.10901,0.993539
0.113234,0.993001
0.1175,0.992441
0.121809,0.991856
0.126161,0.991248
0.130556,0.990615
0.134949,0.989962
0.13934,0.989292
0.143727,0.988602
0.148111,0.987894
0.152492,0.987168
0.156869,0.986423
0.161242,0.985659
0.165612,0.984878
0.169977,0.984077
0.174338,0.983259
0.178694,0.982422
0.183046,0.981566
0.187392,0.980693
0.191734,0.979801
0.196071,0.978891
0.200402,0.977964
0.204728,0.977018
0.209048,0.976054
0.213362,0.975072
0.2176,0.974089
0.221759,0.973105
0.225843,0.972122
0.229856,0.971139
0.2338,0.970156
0.237679,0.969174
0.241496,0.968191
0.245254,0.967208
0.248955,0.966226
0.252601,0.965244
0.256194,0.964262
0.259737,0.96328
0.263232,0.962299
0.266679,0.961317
0.270082,0.960336
0.27344,0.959355
0.276756,0.958374
0.280032,0.957394
0.283268,0.956414
0.286465,0.955433
0.289626,0.954454
0.29275,0.953474
0.29584,0.952495
0.298895,0.951516
0.301917,0.950537
0.304907,0.949559
0.307866,0.94858
0.310795,0.947603
0.313693,0.946625
0.316563,0.945648
0.319405,0.944671
0.322219,0.943694
0.325006,0.942717
0.327767,0.941741
0.330503,0.940765
0.333213,0.93979
0.335899,0.938815
0.338561,0.93784
0.341199,0.936865
0.343815,0.935891
0.346408,0.934917
0.348979,0.933944
0.351528,0.932971
0.354057,0.931998
0.356564,0.931025
0.359052,0.930053
0.361519,0.929082
0.363967,0.92811
0.366396,0.927139
0.368806,0.926168
0.371198,0.925198
0.373571,0.924228
0.375927,0.923259
0.378265,0.922289
0.380586,0.921321
0.382889,0.920352
0.385177,0.919384
0.387448,0.918416
0.389702,0.917449
0.391941,0.916482
0.394165,0.915516
0.396373,0.91455
0.398566,0.913584
0.400744,0.912619
0.402907,0.911654
0.405056,0.910689
0.407191,0.909725
0.409312,0.908762
0.411419,0.907798
0.413513,0.906836
0.415593,0.905873
0.417659,0.904911
0.419713,0.90395
0.421754,0.902988
0.423782,0.902028
0.425798,0.901067
0.427802,0.900108
0.429793,0.899148
0.431772,0.898189
0.43374,0.897231
0.435696,0.896273
0.43764,0.895315
0.439573,0.894358
0.441494,0.893401
0.443405,0.892445
0.445304,0.891489
0.447193,0.890533
0.449071,0.889578
0.450938,0.888624
0.452795,0.88767
0.454641,0.886716
0.456478,0.885763
0.458304,0.88481
0.46012,0.883858
0.461927,0.882906
0.463723,0.881955
0.46551,0.881004
0.467288,0.880054
0.469056,0.879104
0.470814,0.878154
0.472564,0.877206
0.474304,0.876257
0.476036,0.875309
0.477758,0.874362
0.479472,0.873415
0.481176,0.872468
0.482873,0.871522
0.48456,0.870577
0.486239,0.869632
0.48791,0.868687
0.489573,0.867743
0.491227,0.866799
0.492873,0.865856
0.494511,0.864914
0.496141,0.863972
0.497763,0.86303
0.499377,0.862089
0.500984,0.861148
0.502583,0.860208
0.504174,0.859269
0.505758,0.85833
0.507334,0.857391
0.508903,0.856453
0.510464,0.855515
0.512019,0.854578
0.513566,0.853642
0.515106,0.852706
0.516639,0.85177
0.518165,0.850835
0.519683,0.849901
0.521196,0.848967
0.522701,0.848034
0.524199,0.847101
0.525691,0.846168
0.527176,0.845237
0.528655,0.844305
0.530127,0.843374
0.531592,0.842444
0.533052,0.841515
0.534504,0.840585
0.535951,0.839657
0.537391,0.838729
0.538825,0.837801
0.540253,0.836874
0.541675,0.835947
0.54309,0.835021
0.5445,0.834096
0.545904,0.833171
0.547301,0.832247
0.548693,0.831323
0.550079,0.8304
0.55146,0.829477
0.552834,0.828555
0.554203,0.827633
0.555566,0.826712
0.556924,0.825791
0.558276,0.824871
0.559622,0.823952
0.560963,0.823033
0.562299,0.822115
0.563629,0.821197
0.564954,0.82028
0.566273,0.819363
0.567587,0.818447
0.568896,0.817531
0.5702,0.816616
0.571499,0.815702
0.572792,0.814788
0.574081,0.813875
0.575364,0.812962
0.576642,0.81205
0.577915,0.811138
0.579184,0.810227
0.580447,0.809316
0.581706,0.808406
0.582959,0.807497
0.584208,0.806588
0.585452,0.80568
0.586691,0.804772
0.587926,0.803865
0.589156,0.802959
0.590381,0.802053
0.591602,0.801147
0.592818,0.800242
0.594029,0.799338
0.595236,0.798434
0.596438,0.797531
0.597636,0.796629
0.598829,0.795727
0.600018,0.794825
0.601203,0.793925
0.602383,0.793024
0.603559,0.792125
0.604731,0.791226
0.605898,0.790327
0.607061,0.789429
0.60822,0.788532
0.609374,0.787635
0.610525,0.786739
0.611671,0.785843
0.612813,0.784948
0.613951,0.784054
0.615085,0.78316
0.616215,0.782267
0.617341,0.781374
0.618462,0.780482
0.61958,0.779591
0.620694,0.7787
0.621804,0.77781
0.62291,0.77692
0.624012,0.776031
0.62511,0.775142
0.626205,0.774254
0.627295,0.773367
0.628382,0.77248
0.629465,0.771594
0.630544,0.770708
0.631619,0.769823
0.632691,0.768939
0.633759,0.768055
0.634824,0.767172
0.635884,0.766289
0.636941,0.765407
0.637995,0.764526
0.639045,0.763645
0.640091,0.762765
0.641134,0.761886
0.642173,0.761007
0.643208,0.760128
0.644241,0.75925
0.645269,0.758373
0.646294,0.757497
0.647316,0.756621
0.648334,0.755745
0.649349,0.75487
0.650361,0.753996
0.651369,0.753123
0.652374,0.75225
0.653375,0.751377
0.654373,0.750505
0.655368,0.749634
0.65636,0.748764
0.657348,0.747894
0.658333,0.747024
0.659315,0.746156
0.660293,0.745288
0.661269,0.74442
0.662241,0.743553
0.66321,0.742687
0.664176,0.741821
0.665138,0.740956
0.666098,0.740092
0.667054,0.739228
0.668008,0.738364
0.668958,0.737502
0.669905,0.73664
0.670849,0.735778
0.671791,0.734918
0.672729,0.734057
0.673664,0.733198
0.674596,0.732339
0.675525,0.73148
0.676451,0.730623
0.677374,0.729766
0.678295,0.728909
0.679212,0.728053
0.680127,0.727198
0.681038,0.726343
0.681947,0.725489
0.682853,0.724636
0.683756,0.723783
0.684656,0.722931
0.685553,0.722079
0.686448,0.721228
0.687339,0.720378
0.688228,0.719528
0.689114,0.718679
0.689998,0.71783
0.690878,0.716983
0.691756,0.716135
0.692631,0.715289
0.693504,0.714443
0.694373,0.713597
0.69524,0.712753
0.696105,0.711908
0.696967,0.711065
0.697826,0.710222
0.698682,0.70938
0.699536,0.708538
0.700387,0.707697
0.701235,0.706857
0.702081,0.706017
0.702925,0.705178
0.703766,0.704339
0.704604,0.703501
0.705439,0.702664
0.706273,0.701827
0.707103,0.700991
0.707931,0.700156
0.708757,0.699321
0.70958,0.698487
0.710401,0.697653
0.711219,0.69682
0.712034,0.695988
0.712848,0.695156
0.713658,0.694325
0.714467,0.693495
0.715272,0.692665
0.716076,0.691836
0.716877,0.691007
0.717676,0.690179
0.718472,0.689352
0.719266,0.688525
0.720057,0.687699
0.720847,0.686874
0.721633,0.686049
0.722418,0.685225
0.7232,0.684401
0.72398,0.683578
0.724757,0.682756
0.725533,0.681935
0.726306,0.681114
0.727076,0.680293
0.727845,0.679473
0.728611,0.678654
0.729375,0.677836
0.730136,0.677018
0.730896,0.676201
0.731653,0.675384
0.732408,0.674568
0.733161,0.673753
0.733911,0.672938
0.73466,0.672124
0.735406,0.671311
0.73615,0.670498
0.736891,0.669686
0.737631,0.668874
0.738369,0.668063
0.739104,0.667253
0.739837,0.666443
0.740568,0.665634
0.741297,0.664826
0.742024,0.664018
0.742749,0.663211
0.743472,0.662404
0.744192,0.661598
0.744911,0.660793
0.745627,0.659989
0.746341,0.659185
0.747054,0.658381
0.747764,0.657579
0.748472,0.656777
0.749178,0.655975
0.749883,0.655174
0.750585,0.654374
0.751285,0.653575
0.751983,0.652776
0.752679,0.651977
0.753373,0.65118
0.754065,0.650383
0.754756,0.649586
0.755444,0.648791
0.75613,0.647996
0.756814,0.647201
0.757497,0.646407
0.758177,0.645614
0.758856,0.644822
0.759532,0.64403
0.760207,0.643238
0.760879,0.642448
0.76155,0.641658
0.762219,0.640868
0.762886,0.64008
0.763551,0.639292
0.764215,0.638504
0.764876,0.637717
0.765536,0.636931
0.766193,0.636146
0.766849,0.635361
0.767503,0.634576
0.768155,0.633793
0.768806,0.63301
0.769454,0.632227
0.770101,0.631446
0.770746,0.630664
0.771389,0.629884
0.77203,0.629104
0.772669,0.628325
0.773307,0.627546
0.773943,0.626768
0.774577,0.625991
0.775209,0.625215
0.77584,0.624439
0.776469,0.623663
0.777096,0.622888
0.777721,0.622114
0.778345,0.621341
0.778966,0.620568
